Name,Age,Gender,Location,Daily_Usage_Hours,Sleep_Hours,Interllectual_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
Jessica Perry,25,Male,Lake Jill,4.3,7.9,74,2,0.3,7,2,10,1.2,69,18,2.6,1.7,1.9,Social Media,6,8,9.6
Misty Davis,37,Female,Wilkinsonville,4.8,6.5,56,7,1,3,8,9,1.9,118,12,2.6,2.1,0.5,Other,7,6,10
Jason Marks,5,Other,Brownburgh,5.1,4.6,58,8,0.4,2,6,7,0.2,137,12,1.3,2.7,1.8,Gaming,1,4.8,10
Kimberly Caldwell,21,Female,North Jennifer,1.9,8,88,3,0.6,7,2,5,0.7,46,14,2.4,1.7,0.6,Social Media,3,5,5.7
Jill Douglas,79,Female,Simmonsport,4.1,7.7,78,1,2.1,9,2,2,1.3,95,14,2.1,1.3,1.1,Browsing,7,7.4,8.4
Kelsey Nash,79,Male,Tammyview,6,5.1,95,10,1.9,7,6,3,1.9,147,10,1,2.8,1.1,Browsing,3,4.4,10
Charlene Myers,57,Other,Lake Michael,5.5,5.6,79,10,2.4,8,8,2,0.8,45,12,2.1,2.3,0,Education,2,6.4,10
Teresa Crawford,85,Female,Smithbury,4.2,6.6,99,5,0.4,3,1,10,2.1,68,11,2,4,1.2,Other,2,5.8,10
Cheyenne Valdez,37,Female,West Louisshire,8.2,6.9,70,1,0.8,8,5,9,0.9,62,7,2.9,1.7,1.5,Education,5,4.4,10
Brandi Abbott,92,Male,Gomezton,6.2,6.1,65,0,1.5,5,3,1,1.6,79,16,4.6,1.2,0.7,Browsing,2,6.2,10
Cynthia Bailey,90,Other,New Shannon,5.2,5.7,93,10,2,2,1,4,0.5,102,13,4.2,0.3,0.8,Browsing,10,4.7,10
James Henderson,13,Female,Aliciamouth,1.2,8,98,3,1.5,6,8,3,0.9,82,19,4.5,0,0.7,Other,4,6.4,7.1
Jordan Richard,42,Female,North Vincentstad,3.3,7.9,74,2,1.1,10,4,3,1.8,22,11,2.4,1,0.9,Gaming,10,5.5,5.4
Richard Li,2,Male,Yatesshire,1.2,8.1,89,9,0.7,2,9,5,1.5,148,15,1.7,3.3,0.9,Gaming,9,10.9,8.1
Nicole Irwin,42,Other,New Ryan,5.8,6.9,74,3,0,10,8,9,1.4,106,6,2.5,0,0.5,Social Media,4,1.7,8.2
Peter Nelson,50,Female,Rosalesfort,3.9,5.2,80,8,0.5,10,9,6,1.8,132,16,1.3,0,1.5,Browsing,9,8,8.4
Margaret Vazquez,34,Male,Dominiquebury,1.8,4,52,1,2.2,8,7,9,2.2,144,8,1.9,2.6,2.1,Social Media,7,5.3,8.8
Bryan Mcdonald,94,Female,South Zachary,4.5,5.5,61,9,1.4,7,3,4,1.4,125,14,2.8,1.4,0,Other,10,7.2,10
Steven Rivas,70,Other,Lake Barbara,6.9,6.6,60,2,0,9,5,2,1.4,144,13,2.5,1.9,1.1,Social Media,9,8,10
Joanna Jones,38,Other,Lake Dianechester,7.8,9.9,70,0,1,10,6,10,0.5,95,12,2,2.1,0.4,Other,7,7.9,10
Laura Giles,7,Female,Thomasview,3.3,5.3,65,7,1.1,6,5,1,1.6,142,9,3.3,0,0.9,Social Media,9,7.9,8.6
Kelsey Humphrey,83,Female,Stevensshire,5.9,3.8,81,4,2,10,7,9,0.6,129,10,1.4,1.9,1.1,Education,9,6.4,10
Thomas Martin,30,Other,New Suzanne,4.3,4.3,54,6,1.3,4,6,5,0.6,144,12,3.4,1.8,1.6,Gaming,3,6.1,10
Tonya Knight,78,Female,Port Sean,1.9,7.4,64,4,1.4,3,8,5,0.8,35,19,4,2.8,0.9,Social Media,6,5.4,9.5
Holly King,72,Other,Jonathanchester,3.6,5.3,79,9,1.1,4,5,7,1.1,113,10,3.5,0.4,0.7,Education,4,7,9.1
Thomas Garcia,57,Male,Benjaminville,7.6,4,51,0,0.3,8,6,9,0.3,101,7,1.4,3,0.9,Gaming,6,5,10
Anna Hahn,23,Other,New Davidchester,4.3,6.3,85,3,0,2,2,9,0.9,44,8,3.9,2,0.7,Social Media,5,7.2,9.5
Mark Fleming,8,Male,Bakerborough,2.6,7,53,8,0.9,6,3,10,1.7,135,20,3.8,3.4,0.6,Other,5,5.9,10
Samantha Rush,52,Other,Leemouth,4.5,5.7,76,9,2.6,5,2,2,1,59,6,1.3,0.8,1.6,Gaming,3,5.5,6.1
Stacy Johnson,20,Other,North Mary,5.3,7.6,72,1,1.3,4,4,7,0.5,75,12,0.6,0,0,Other,3,6,6
Joseph Patterson,38,Male,Mcdanielstad,2.9,7.9,83,6,1.4,3,7,1,0,30,5,2.4,2.8,2,Other,8,8,5.7
Sarah Willis,9,Other,Schultzbury,8,7.7,52,5,0.7,5,2,8,1.6,47,8,2.8,3.3,1.7,Education,6,7.8,10
Melissa Lambert,7,Other,South Jonathanstad,2.2,6.5,65,4,1.1,2,7,10,1.3,45,5,1.4,0.5,1.7,Gaming,7,6.2,2.8
Melissa Williams,32,Male,Port Johnside,1.7,5.9,53,8,0.4,9,10,5,1.2,23,10,2.2,1.6,0.1,Education,1,5.2,5
Jason Cunningham Jr.,82,Female,West Benjamin,3.8,7.3,95,5,0,1,5,3,0.4,63,5,3.7,2.1,0,Other,1,7.9,8.2
Heather Snyder,26,Male,New Sharonville,3.3,6.5,76,7,2.3,4,5,5,0.7,31,20,1.9,2.3,1.8,Other,3,2.9,8.9
Maria Watkins,17,Other,New Williamfort,4.1,4.7,54,4,0.4,1,6,4,0.4,72,14,2.7,0.5,1.9,Other,5,3.7,9.2
Lisa Bowman,36,Female,West Emily,7.1,7.6,63,1,1.9,8,4,5,1.5,115,19,2.8,3.1,1.6,Education,10,0.3,10
Ricky Clark,85,Female,South Kevin,2.5,7.1,87,0,0.4,6,2,7,1.8,40,20,2.3,1.3,1.6,Gaming,3,6.3,7.4
Patricia Reed,3,Female,Turnermouth,6,6.2,74,0,3.2,10,6,1,0.4,81,11,3.1,0.9,1.1,Other,6,6.7,10
Wendy Beasley,20,Other,North Sarah,7.5,6.7,80,3,1.5,3,2,9,0.7,93,8,3.5,0.7,1.4,Other,10,4.9,10
Jonathan Guerra,62,Male,West Jennifer,4.6,7.6,61,9,2.3,8,10,4,1.6,62,9,3,2.3,1.7,Education,7,3,9.1
David Mendoza,52,Female,Johnsonville,3.2,8,58,2,1.3,4,8,1,1.8,146,11,3.2,0,1.1,Browsing,8,8.6,7.5
Tracy Miller,67,Female,West Cody,4.6,6.5,80,2,0,2,5,10,0.6,20,14,4.5,1.2,2.1,Other,3,4.6,10
Christina Fields,37,Female,Gabrielleborough,3.7,6,64,1,1.2,10,3,9,1.5,117,17,2.4,1.5,0.9,Social Media,5,7,10
Kimberly Decker,41,Other,Jermaineview,7.8,7.1,85,0,0,4,4,3,1.2,53,5,2.9,1.4,0,Browsing,6,9.7,10
Jennifer Dodson,20,Other,Lake Brandonstad,5.2,6.2,53,2,1.6,2,6,2,0.3,22,10,0,1.7,0.7,Gaming,6,8.6,6.2
Richard Thompson,21,Female,East Aprilberg,7.4,6.7,75,5,0,7,4,6,1.2,28,16,2.5,1.8,1.4,Education,2,5.7,10
Maureen Lawson,76,Other,Alvarezberg,6.9,6.5,70,9,1.7,1,3,6,0.7,67,20,1.9,0,2.7,Gaming,8,4.9,10
Alicia Dickerson,76,Male,Davidshire,7.3,5,75,0,1.1,5,6,4,0.5,83,17,2.3,1.1,1.7,Social Media,7,6.4,10
Christina Griffin,19,Female,Port Donaldland,4,7.4,53,6,0.9,2,7,6,1.2,64,12,2.5,0,0.9,Gaming,9,6.1,6.5
Gregory Sims,100,Other,Robertsonberg,3,6.5,75,2,0.4,9,4,6,1.3,140,10,3.1,1.3,0.6,Social Media,4,3.7,9
Colleen Mooney,14,Male,Shawnfurt,4.9,8,86,1,0,6,6,6,1.6,64,11,3.6,1.5,2,Other,8,8.3,9.5
Jeffrey Williams,50,Other,Gonzalesville,4.9,7.9,66,4,0.4,1,7,3,2,23,16,0,1.3,1.6,Gaming,10,7.9,5.9
William Kaufman,73,Other,North Terri,4.4,5.7,75,4,0.4,4,5,9,0.8,67,10,2.3,1.6,0.1,Social Media,10,3.7,8.8
Sherri Miller,61,Male,South Patricia,5.8,4.8,69,0,1.6,10,5,4,1.3,84,12,4,1.3,1.1,Education,3,5.5,10
William Mills,92,Other,Port Deborahhaven,2.9,6.6,75,10,2,7,1,3,0.9,118,17,4.5,1.6,0.8,Social Media,2,5.3,10
Richard Kelly,93,Other,Bradshawborough,2.7,5.3,74,10,2.1,10,3,4,1,29,18,3.1,2.8,2.1,Education,7,9.4,10
Mark Wilson,44,Male,Lake Triciaside,0,7.1,82,2,0,8,7,8,0.2,31,7,1.2,1.3,0.5,Gaming,6,6.8,1
Ronald Clark,76,Other,Port Vickiland,2.5,5.2,72,7,0,1,9,7,0.5,103,7,0,1.6,2,Other,6,3.9,5
Debbie Reed,66,Female,North Alexanderbury,3.1,4.3,65,1,0.8,10,10,10,1.5,150,17,2.3,1.9,2,Social Media,5,7.1,10
Natalie Silva,2,Male,New Melissa,8.1,4.6,87,0,0,8,3,1,1.5,43,8,3.9,1.8,1.7,Education,8,7.7,10
Crystal Ward,85,Female,Taylorbury,6.7,7.1,73,7,2,10,6,6,1.3,28,9,0.6,1.7,1.1,Other,1,5.3,7.8
Mrs. Stephanie Huang MD,59,Male,Hornshire,6.7,5.8,97,6,0.4,8,9,9,0.9,107,19,3.3,2.6,1.6,Browsing,4,6.3,10
Sarah Johnson,85,Female,South Alexandra,5.1,8.3,78,1,0,9,5,7,1,46,6,4.1,3.5,0.4,Other,2,7.9,10
Regina Clark,35,Male,Brownton,5.2,7.5,66,5,1.4,1,10,4,0.4,131,7,2.9,0,1.5,Education,5,7,8.4
Kevin Cobb,40,Female,Jamesbury,4.3,7.3,95,7,1.7,8,2,7,1.3,26,20,5,1.1,1.5,Other,10,11.4,10
Michael Williamson,16,Male,North Nathanstad,9.5,7.4,65,6,0.9,7,8,4,0.7,36,18,1.4,2.6,1.5,Browsing,4,7.8,10
Mary Leblanc,10,Other,Millermouth,2.7,4.1,73,5,1.6,10,7,8,0.8,56,13,1.9,1.5,0.1,Browsing,4,5.9,7.8
Ronald Davis,63,Female,Patrickborough,6.4,5.3,55,9,1.9,8,3,6,2.2,121,13,3.8,0.2,0.9,Education,2,6.6,10
John Giles,30,Female,East Elizabeth,3.8,6.8,51,5,1,10,2,4,0.6,31,13,3.5,1.2,1,Other,8,4.9,8.3
Judith Johnson,46,Male,Maxwellfort,6.3,8,85,3,1,1,3,2,1.3,103,11,3,1.8,0.6,Social Media,6,5.4,10
Michael Smith,24,Male,Lake Jeffery,6.8,3.6,86,0,0.3,3,1,4,0.9,145,13,3.3,1.5,0.5,Gaming,9,4.5,10
Lisa Gonzalez,67,Male,Deborahmouth,11.2,8.1,55,1,1.5,4,6,3,0.9,34,17,3.6,2.4,0.9,Browsing,5,8.2,10
Russell Dalton,47,Other,Tatestad,2.2,7.1,97,4,1.4,7,7,1,1.7,56,12,1.9,0.4,0.1,Other,3,6.5,4.5
Fernando Barrera,91,Other,Wigginsshire,3.5,8.7,73,9,1.4,9,6,5,0.2,30,8,3.6,2.1,0.9,Education,2,7,7
Alison Nguyen,52,Female,Port Arianamouth,8.9,4.9,77,8,2,6,5,5,0.7,122,10,2.1,2.1,0.7,Browsing,7,7.8,10
Alison Gibbs,56,Male,Meganville,4.5,5,80,1,2.7,6,9,1,1.3,129,6,1.3,3.1,0.8,Education,2,2.8,10
Brenda Arnold,18,Male,Port William,4,6.8,87,1,0.9,4,5,8,1.3,83,17,2.5,1.3,1.3,Browsing,2,6.1,9.5
Lisa Bailey,90,Other,East Mark,1.7,5.1,86,7,2.1,4,1,3,1.2,57,14,3,2.1,1.6,Education,8,5.4,8.2
Kristi Reyes MD,63,Other,Brittanychester,4.3,6.5,98,0,0,10,8,5,1,89,20,3.2,1.9,1.2,Gaming,1,3.6,10
Teresa Beard,3,Female,Grayport,4.4,8,59,2,1.6,2,1,10,1,32,18,3.6,0,1,Social Media,2,5.3,8.2
Wendy Bailey,68,Male,Youngtown,4.6,3,68,1,0.6,10,7,6,2.2,104,16,3.2,2.2,1,Social Media,8,7.5,10
Susan Pineda,80,Female,New Charlesborough,5.7,5.3,73,4,0.2,4,7,7,1.1,143,7,2.3,1.2,1.5,Education,9,5.3,10
Catherine Ali,15,Other,South Jessicabury,5.4,5.8,93,2,0.5,4,10,6,0.5,143,19,2.6,3.1,0.5,Gaming,8,4.7,10
Samuel Robinson,16,Female,Susanfort,3,7.4,74,2,1.4,5,1,9,1.5,78,12,2.7,2.9,1.4,Social Media,6,8.7,8.9
Brian Brooks,25,Male,East Richardtown,3.1,5.7,91,5,2.2,9,1,3,0.5,32,17,0.9,0.7,1,Social Media,3,7.6,5.9
John Johnson,57,Male,Port Laurenville,3,5.6,95,8,2.1,5,5,2,0.6,53,12,3.3,2,0.5,Gaming,4,8.5,9
Abigail Hernandez,36,Other,North Albertstad,8.4,6.9,98,10,0.8,10,3,3,1.5,108,13,3.9,1,1.5,Education,5,5.9,10
Aaron Tyler,50,Male,Randyhaven,7.5,8.1,70,7,0.8,7,3,4,1.1,119,15,2.2,1.4,1.9,Other,5,5.5,10
Dwayne Rogers,52,Male,West Brianfort,3.8,6.8,50,5,0.1,10,6,5,0.6,74,8,2.8,4,0,Browsing,9,5.6,10
Nicholas Garcia,62,Other,Castrobury,3.7,7.4,82,10,0.8,5,7,9,1,144,14,1.9,2,1,Browsing,6,4.2,9.6
Elizabeth Williams,73,Male,Port Susanberg,7.3,5.6,56,0,0.3,7,10,9,0.8,39,9,0.8,1.2,1.9,Education,4,2.6,9.1
Samantha Heath,26,Male,South Alison,2.9,7.6,74,0,1.3,10,2,10,1.2,48,6,2.8,2.1,0.4,Education,8,3.5,6.2
Mike Mcgee,15,Male,North Scottfurt,3.1,7.6,62,3,1.6,3,2,3,1.2,112,7,0.5,3.1,2.6,Education,1,7.6,6.5
Teresa Lynn,74,Other,Port Bethburgh,7.1,3.3,54,5,0,10,8,6,0,132,13,3,1.5,0.8,Other,2,5.9,10
Kelsey Carter,63,Male,Sheafurt,4.2,7.3,64,2,0,6,9,10,0,37,13,2.1,0,0.9,Browsing,8,4,6
Jennifer Johnson,37,Female,East Lucasside,6.2,6.9,63,10,1.6,7,5,8,0,139,13,2.2,0,1.4,Other,1,5,10
James Richard,40,Other,Russomouth,6.7,5.5,77,2,1.1,1,6,6,0.9,36,6,0.3,0.8,0.9,Browsing,1,3.2,7
Todd Christian,36,Male,Port Julia,3.5,8.8,57,6,0.8,1,10,8,0.8,73,16,0,2.2,0.5,Social Media,7,5.4,6
Heather Bailey,14,Female,New Amanda,6.9,6.1,59,4,0.7,2,6,6,0.7,114,15,1.4,1.9,2.6,Other,2,6.9,10
Nathan Simmons,32,Male,Martinside,4.9,5.1,99,2,1.5,3,5,3,1.2,63,19,4.4,2.2,0.8,Browsing,4,5.9,10
Benjamin Holmes,38,Female,Port Carol,0,5.5,53,6,0.4,4,7,1,0.6,32,14,2.9,0.1,1.3,Browsing,10,1.3,3.7
Daniel Davis,23,Female,Johnsonberg,4.7,7.8,63,4,2.2,3,7,2,1.1,62,13,2.6,0.4,0.5,Social Media,1,5.1,7.6
James Cole,100,Female,West Donaldfurt,9.1,6.2,85,4,2.4,8,3,3,1.5,33,17,3.3,0.1,1.6,Browsing,4,7.5,10
Joseph Thomas,8,Male,Parkerland,0,7.8,73,3,0.6,7,3,1,1.5,27,11,2.6,1.8,0.7,Social Media,9,6.9,3.2
Melissa Wang,88,Female,East Kaylaberg,4.3,9.5,52,6,0,6,5,9,1,41,17,3.5,1.4,1.8,Education,6,6.5,8.7
Richard Jordan,62,Other,Evelynborough,2.2,8.8,92,6,0.5,10,9,2,0.3,80,19,2.2,1.8,1.2,Other,4,5.8,7.2
Sara Johnson,99,Female,Michaelfort,2.6,6.3,98,2,0,7,10,7,0.8,65,14,2.4,2.5,0,Gaming,6,6.8,8.4
Bryan Barnes,97,Female,New Dawnshire,4.8,7.4,93,1,0.9,4,9,2,1.5,125,6,1.9,2.5,1.4,Education,10,6.2,9.2
Pamela Bailey,99,Male,New Thomasbury,5.3,7.9,80,4,1.3,7,3,5,2.1,142,14,2.7,0.1,1.1,Gaming,2,7.2,9.8
Paula Roy,60,Female,Lindaland,5.6,7,67,3,0.5,8,5,9,1.3,59,17,0,2.3,0.6,Education,3,4.4,9
Hector Wright,15,Male,Juliaborough,8.4,6.1,54,0,1.2,3,2,3,0.8,94,19,1.8,0.2,1.4,Education,8,2.2,10
David Hill,71,Other,Lake Megan,3.4,6.9,94,7,1.4,7,3,10,0.7,64,17,2.8,1.6,0.8,Other,6,5.5,9
Travis Watson,95,Female,Ramirezshire,6.9,5.3,84,10,0.4,4,1,6,1.1,136,9,3.5,0.3,2.3,Other,6,7.1,10
Brenda Hernandez,20,Other,Theresaville,7.8,7.2,97,4,0,6,3,7,0.1,52,19,2,2,2.3,Education,8,8.3,10
Jonathan Freeman,86,Male,Wilsonchester,6.5,6.5,83,9,1.8,9,9,6,1.1,24,13,3,1.9,0.4,Browsing,6,6.9,10
Victoria Burton,52,Female,Davisbury,3.5,6.1,83,4,1.8,3,2,3,0.8,48,9,2.9,1.3,0,Other,7,8.8,7.4
David Fernandez,63,Female,Wisechester,3.9,5.8,86,4,2.3,1,5,9,1.6,66,15,1.4,0.2,1.3,Gaming,8,6.5,6.9
David Black,71,Male,Clarkstad,4.7,7.8,69,8,1,1,1,1,0.7,27,7,3,3.2,1.5,Social Media,10,3.8,8.9
Donna Williams,50,Male,New Dennis,3.8,8.8,91,8,0,10,3,10,0.7,85,10,2.2,0,1.6,Social Media,4,4.6,5.3
Sean Perez,61,Other,North Michelleport,4.9,3,75,8,0.3,6,8,4,0.6,112,11,0.5,2.8,0.3,Education,6,4.1,10
Chris Krause,45,Other,West Jessicaton,7,6.4,65,6,1.2,4,6,9,0.6,135,20,1.8,0,0.4,Other,2,5.3,10
Jeffrey Gallagher,72,Female,North Heather,6.3,6.9,62,3,2,2,3,1,0.4,91,7,3.8,2.5,1.2,Browsing,4,7.4,10
Thomas Matthews,82,Female,New Stephanie,3.4,6.5,80,7,0.8,5,2,6,0.6,66,14,2.7,1,1.6,Other,6,4,8
Gregory Smith,13,Female,Sandrahaven,7.7,10,82,2,1.7,7,7,10,1.3,105,7,2.7,1.4,0.8,Browsing,9,6.4,10
Kevin Ryan,98,Female,Bowerstown,0,4.6,66,5,0.5,6,10,1,1.3,69,12,3.8,2.9,0.6,Education,7,2.8,8.2
Steven Roberts,26,Other,Hernandezville,3.6,5.3,93,8,0,5,5,8,1.3,119,15,1.1,1,0,Education,3,7.5,8.4
Adam Boone,83,Male,Justinfort,7.5,7.4,95,5,0.5,5,10,9,1.1,34,14,2.6,1.6,1.5,Other,3,3.3,10
Amanda Webb,99,Male,New Marcshire,8.3,7.2,63,3,2.3,9,1,10,0.7,79,18,3.8,2.6,0.7,Browsing,8,7.2,10
Scott Davis,15,Female,Ericaborough,8.5,5.8,76,4,1.9,4,2,8,0.5,144,10,1.3,1,1.2,Social Media,9,3.9,10
Nicholas Dixon,13,Other,Lake William,4.2,5.1,62,4,0,3,4,2,0.8,110,17,1.9,1.2,0.1,Other,8,9.4,10
Julia Smith,58,Female,Christybury,3.7,6.9,91,2,2.6,7,8,3,1,62,11,2.3,2.1,1,Other,1,8,8.1
Allen Williams,14,Other,Emilystad,5.7,8.6,94,1,1.5,8,8,1,0,141,13,2.4,0.4,0.8,Browsing,4,6.2,9.6
Mary Davis,74,Male,Alyssaburgh,1.2,6.9,75,3,0.9,9,5,9,1.6,135,10,3,1.6,1,Other,8,3.8,7
Jeremy Martin,76,Other,Dillonport,7,6.9,93,8,0.4,4,7,6,0.4,67,19,3.4,1.7,0.9,Social Media,7,4.7,10
John Scott,42,Other,Rebeccaburgh,4.1,6.5,92,9,1.2,2,5,8,1.8,144,8,3,2.9,1.4,Other,1,4.2,10
Andrew Dorsey,30,Female,Pittmanberg,5.4,4.9,93,6,1.8,5,2,3,0.8,132,6,3.8,0,1.1,Education,2,7,10
Paula Hernandez,89,Other,West Makayla,7.7,6.6,69,6,1.4,7,10,5,1.7,23,16,3.2,0.7,0.7,Browsing,7,8.3,10
Joseph Garcia,15,Female,Ricardoport,7.9,7.3,95,0,1.8,5,3,1,1.1,101,13,1.8,0.2,0.6,Social Media,8,5.3,10
William Ramos,64,Other,North Tracy,2.9,5.8,78,6,1,9,3,5,1,61,12,0.6,0,0.6,Social Media,4,5.6,4.2
Spencer Edwards,34,Male,Phillipville,2.9,6.1,79,7,2.9,3,4,2,1.3,128,8,1.9,1.6,1.3,Browsing,2,4.1,7.5
Tiffany Perez,99,Male,North Paigemouth,5.1,8.3,50,3,1.9,1,3,7,0.9,148,5,3.2,0.5,1.4,Social Media,10,3.9,8.6
Justin Reed,33,Female,Sarahshire,6.1,6.2,55,9,0.7,5,3,6,1.1,37,16,3.7,1.9,0,Other,8,7.4,10
Janice Herrera,43,Male,East Robert,5.6,6.3,100,8,1.7,4,5,1,0.9,117,13,2.2,0.6,1.2,Gaming,4,8.6,10
Michael Todd,75,Male,North Aaron,4.8,5.3,83,8,1.4,2,3,10,1.9,145,12,3.6,1.5,0.9,Gaming,4,8.1,10
Katie Miller,9,Male,Christophermouth,9.4,5.8,61,1,1.5,3,3,9,1.5,137,10,2.7,0.6,2,Gaming,3,3.6,10
Priscilla Moore,28,Female,Guzmanmouth,5.3,6.9,89,10,2.5,2,8,9,0.5,93,16,2.1,0.7,1.3,Browsing,2,4,9.7
Jason Macdonald,34,Female,Port Cassandramouth,5.2,7.4,96,3,0,5,2,8,0.3,117,8,3.5,1.1,0.2,Other,4,7.1,10
Robert Rice DDS,53,Female,West Brianborough,4.3,5.3,66,8,1.4,4,10,2,1.1,79,11,1.8,1,0.4,Gaming,10,4.7,8.2
Cynthia Gonzalez,63,Male,Aaronland,4.6,6.6,100,1,0,8,2,1,1.4,58,17,2.3,0.6,0.1,Gaming,1,5.8,8.8
Amanda Lee,3,Male,Port Bonnie,4.4,7.1,52,4,0.6,2,9,3,0.6,98,17,2.6,1.4,0.5,Education,6,6.3,10
Eric Yates,67,Male,Dustinmouth,7.8,6.7,81,8,1.6,2,2,7,0.7,36,10,2.7,0.6,0.8,Education,8,6.1,10
Logan Burns,93,Female,East Kristin,6.9,5.6,94,6,1.2,8,3,10,1.2,113,8,1.2,1.8,0.3,Browsing,8,5.4,10
Ashley Villarreal,24,Male,Brookston,3.9,4.5,100,3,1.7,9,1,8,0.9,65,18,2.2,0.1,0,Social Media,5,4.9,8.8
Thomas Murphy,31,Male,West Alisonfort,6.4,8.4,79,7,1.6,10,4,8,0.8,56,17,1.5,2.1,0.9,Social Media,6,6.3,10
Mark Becker,58,Other,Laurenstad,1.1,5.9,96,2,0,9,8,2,0.8,80,14,2.6,3.6,0.8,Education,7,7.2,8.8
Tammie Harris,21,Female,North Sarahshire,3.6,8.2,95,3,0.1,1,2,4,1,61,6,2.2,2.1,0.8,Education,2,5.7,6.2
Antonio Perry,90,Other,Millerhaven,6.4,6.3,88,10,0.8,6,4,5,0.7,91,10,2.6,2.1,0.5,Education,6,8.6,10
Toni Gamble,60,Other,Michaelview,5.1,5.6,68,0,2.7,5,4,5,0.7,67,18,4.5,1,1.9,Other,2,4.7,10
Sarah Hart,21,Male,South Amanda,1.8,4.8,74,8,1,2,9,5,1.7,132,13,4.3,3.6,0.7,Other,1,7.2,10
Brandy Scott,79,Other,North Randy,5.2,5.7,86,9,0,4,2,1,1,120,14,1.6,1.2,0.2,Gaming,10,7.4,10
Mrs. Mary Peterson,25,Other,Sarahside,4.3,8.5,90,2,0,6,3,4,0.7,71,20,3.6,0.9,1,Other,5,7.7,10
Elizabeth Thompson,12,Other,Port Paulfurt,6.4,3.8,90,6,1,4,5,7,1,47,17,2.5,0.3,1.5,Browsing,7,4.3,10
Christopher Oneal,25,Male,Jesseview,6.2,5.5,61,7,1.2,10,10,8,0.2,123,6,3.5,1.6,1.2,Gaming,4,4.8,10
Matthew Robertson,96,Female,Ramirezfurt,5,5.6,68,10,0.8,5,6,1,1.5,83,16,3.4,0.2,1.7,Other,7,9.3,10
Bailey Houston,86,Other,Lake Mary,8.4,5.8,75,9,1.8,7,4,5,1,90,15,2.3,0.8,0,Other,4,2.9,10
Sarah Scott,50,Other,Ryanshire,3.8,8,77,3,0.7,1,5,9,0.6,46,6,2.7,0.2,1.1,Browsing,8,4.4,4.8
Brian Rodriguez,70,Male,Riveramouth,5.1,5.2,54,2,1.5,1,3,3,0.9,37,5,4.1,0.6,1.3,Social Media,5,4,8.9
Michael Kemp,11,Other,West Catherine,7.5,8.2,100,1,1,3,7,2,1.2,44,17,2.6,3.1,1.1,Education,1,5.3,10
Elizabeth Jones,85,Other,Lake Brian,5.5,8,80,3,1,2,3,7,1.3,81,19,1,2.3,1,Education,1,10,10
Kenneth Moore,43,Other,South Michelle,6.1,4.5,70,8,1.8,10,8,9,0.6,100,12,3.6,2.7,0.6,Education,1,2.8,10
Christopher Sims,38,Male,East David,8.9,5.7,86,4,1.6,5,3,6,0.6,24,9,3.6,1.3,2,Social Media,10,9.6,10
Jennifer Espinoza,58,Other,Masseyfort,5.2,4,69,7,1.8,4,6,3,1.6,30,9,1.7,0.8,1.2,Education,2,7.5,8.1
Alicia Neal,70,Male,Shaneshire,2.6,6.2,86,9,0.7,8,7,6,1,62,20,3.2,1.5,1.7,Gaming,6,4.3,9.4
Mr. Stephen Johnson DVM,31,Female,West Carlosburgh,4.9,3.4,76,0,1.5,1,3,4,1.3,61,10,2.9,1.7,0.5,Other,1,4.4,10
Danielle Bates,66,Other,Charleston,4.5,4.8,82,4,1.1,1,6,5,1,21,20,1.9,2.9,0.2,Gaming,5,7.8,10
Elizabeth Huber,85,Female,Keithchester,8.1,4.5,59,8,1.2,1,8,8,0.6,48,11,1.9,1.2,1.4,Other,9,4.9,10
Beverly Hardy,95,Male,North Craigtown,4.5,4.6,77,7,1,10,1,4,0.6,146,19,2.4,1.6,1.9,Social Media,5,5.4,10
John Cochran,49,Male,Port Saraport,2.9,8.1,57,9,2.6,8,8,8,0.9,93,6,2.4,1.7,2,Browsing,6,7.6,6
Michael Wiley,51,Female,North Andrewtown,7.6,9.7,76,6,0.9,2,6,4,0.3,75,5,2.1,0.4,0,Other,2,6.5,7.8
Jeffrey Brown,86,Female,New Laura,3.5,6.8,91,4,1.1,5,3,4,2.2,107,12,3.7,1.4,0.5,Browsing,1,9.2,9.7
Alisha Howard,69,Other,South Rachelburgh,4.1,6.6,57,0,1.3,4,6,2,0.8,95,5,1.5,0,0.6,Social Media,2,7.6,5.2
James West,70,Other,Alvaradoside,6.9,6.9,70,3,1.6,2,1,9,1.2,69,9,1.9,1.7,0,Social Media,1,6.4,10
Austin Dixon,21,Male,Markbury,4.7,5.1,91,3,0.7,4,6,7,1.6,23,16,3.9,3.3,0.8,Browsing,10,9.8,10
Jessica Mcmillan,33,Other,Emilyfort,6.2,5.1,87,3,1.7,6,2,1,0.6,101,16,2.8,3.1,0.5,Other,9,7.2,10
Jermaine Wu,61,Male,Port Paula,3.6,7,82,10,2,9,9,10,0.8,137,7,3.6,0.1,1.8,Browsing,10,5.7,7.9
William Cordova,35,Female,West Annehaven,6.6,5.6,96,8,1,2,6,4,1.1,55,18,2.7,0.9,1.9,Gaming,10,1.8,10
